"Eco_Ctrl1"	"Eco_Ctrl2"	"Eco_Exp1"	"Eco_Exp2"
"b1124"	0	2.67184848809892	0.319471552123136	1.03480638541552
"b1125"	1.02458836531343	0	0.638943104246272	1.03480638541552
"b1126"	6.14753019188058	2.67184848809892	4.79207328184704	2.06961277083104
"b1127"	3.07376509594029	2.67184848809892	2.87524396910823	5.17403192707759
"b1128"	19.4671789409552	21.3747879047913	18.848821575265	23.8005468645569
"b1129"	0	5.34369697619783	1.59735776061568	0
"b1130"	4.09835346125372	5.34369697619783	3.83365862547763	2.06961277083104
"b1131"	1.02458836531343	2.67184848809892	4.47260172972391	4.13922554166207
"b1132"	2.04917673062686	2.67184848809892	1.59735776061568	2.06961277083104
"b1133"	14.344237114388	18.7029394166924	19.4877646795113	16.5569021666483
"b1134"	0	0	0	0
"b1135"	0	0	0.319471552123136	0
"b1136"	67.6228321106864	56.1088182500772	75.7147578531833	58.9839639686845
"b1137"	0	0	0	0
"b1138"	0	0	0	0
"b1139"	0	0	0	0
"b1140"	0	0	0	0
"b1141"	0	0	0	0
"b1142"	0	0	0.319471552123136	0
"b1143"	0	0	0	0
"b1144"	0	0	0	0
"b1145"	0	0	0.319471552123136	0
"b1146"	0	0	0	0
"b1147"	0	0	0	0
"b1148"	0	0	0	0
"b1149"	0	0	0	0
"b1150"	0	0	0	0
"b1151"	0	0	0	0
"b1152"	0	0	0	0
"b1153"	0	0	0	0
"b1154"	0	0	0	0
"b1155"	0	0	0	0
"b1156"	1.02458836531343	0	0	0
"b1157"	0	0	0	0
"b1158"	0	0	0	0
"b1159"	0	0	0	0
"b1160"	0	0	0	0
"b1161"	0	0	0	0
"b1162"	7.17211855719401	5.34369697619783	0.319471552123136	0
"b1163"	2.04917673062686	0	0	0
"b1164"	0	2.67184848809892	0	0
"b1165"	0	0	0	0
"b1166"	0	0	0	0
"b1167"	0	0	0	0
"b1168"	0	0	0	0
"b1171"	0	0	0	0
"b1172"	1.02458836531343	0	0.319471552123136	1.03480638541552
"b1174"	2.04917673062686	0	1.59735776061568	3.10441915624655
"b1175"	5.12294182656715	10.6873939523957	8.94520345944781	7.24364469790863
"b1176"	4.09835346125372	0	5.11154483397018	4.13922554166207
"b1177"	0	0	0.958414656369409	2.06961277083104
"b1178"	0	0	0	1.03480638541552
"b1179"	1.02458836531343	0	3.83365862547763	1.03480638541552
"b1180"	8.19670692250744	5.34369697619783	7.34784569883213	4.13922554166207
"b1181"	2.04917673062686	0	2.23630086486195	1.03480638541552
"b1182"	0	0	0	0
"b1183"	0	0	0.319471552123136	0
"b1184"	0	0	0.638943104246272	1.03480638541552
"b1185"	10.2458836531343	16.0310909285935	15.3346345019105	23.8005468645569
"b1186"	8.19670692250744	16.0310909285935	3.5141870733545	6.20883831249311
"b1187"	8.19670692250744	5.34369697619783	8.30626035520154	8.27845108332414
"b1188"	1.02458836531343	2.67184848809892	0.319471552123136	0
"b1189"	40.9835346125372	18.7029394166924	21.4045939922501	41.3922554166207
"b1190"	11.2704720184477	8.01554546429675	6.70890259458586	9.31325746873966
"b1191"	4.09835346125372	2.67184848809892	0.638943104246272	1.03480638541552
"b1192"	2.04917673062686	0	3.83365862547763	4.13922554166207
"b1193"	2.04917673062686	8.01554546429675	6.38943104246272	5.17403192707759
"b1194"	0	0	0	0
"b1195"	2.04917673062686	0	0	0
"b1196"	0	0	0	0
"b1197"	0	0	0.319471552123136	0
"b1198"	0	2.67184848809892	0.958414656369409	0
"b1199"	0	0	0.319471552123136	1.03480638541552
"b1200"	7.17211855719401	2.67184848809892	4.15313017760077	1.03480638541552
"b1201"	0	0	0.319471552123136	0
"b1202"	1.02458836531343	2.67184848809892	1.27788620849254	0
"b1203"	17.4180022103283	8.01554546429675	25.877195721974	9.31325746873966
"b1204"	6.14753019188058	2.67184848809892	6.38943104246272	7.24364469790863
"b1205"	9.22129528782087	5.34369697619783	0.319471552123136	1.03480638541552
"b1206"	0	5.34369697619783	2.87524396910823	3.10441915624655
"b1207"	35.8605927859701	26.7184848809892	64.8527250809967	50.7055128853604
"b1208"	55.3277717269252	74.8117576667696	34.5029276292987	95.2021874582277
"b1209"	0	0	0.638943104246272	3.10441915624655
"b1210"	9.22129528782087	0	13.4178051891717	12.4176766249862
"b1211"	0	0	1.27788620849254	0
"b1212"	0	0	1.59735776061568	0
"b1213"	0	0	0.638943104246272	0
"b1214"	2.04917673062686	2.67184848809892	7.028374146709	5.17403192707759
"b1215"	15.3688254797015	8.01554546429675	14.3762198455411	10.3480638541552
"b1216"	0	0	0.638943104246272	0
"b1217"	1.02458836531343	0	0	0
"b1218"	2.04917673062686	2.67184848809892	0.958414656369409	1.03480638541552
"b1219"	6.14753019188058	5.34369697619783	3.83365862547763	6.20883831249311
"b1220"	0	5.34369697619783	0.319471552123136	0
"b1221"	0	2.67184848809892	1.59735776061568	0
"b1222"	2.04917673062686	2.67184848809892	4.47260172972391	6.20883831249311
"b1223"	0	0	0.638943104246272	0
"b1224"	0	0	0.638943104246272	0
"b1225"	2.04917673062686	0	0.638943104246272	0
"b1226"	1.02458836531343	2.67184848809892	0.319471552123136	3.10441915624655
"b1227"	0	0	0.319471552123136	0
"b1228"	0	0	0	0
"b1229"	0	0	0	1.03480638541552
"b1232"	2.04917673062686	2.67184848809892	1.27788620849254	0
"b1233"	2.04917673062686	2.67184848809892	0.958414656369409	1.03480638541552
"b1234"	0	0	1.27788620849254	3.10441915624655
"b1235"	0	0	1.27788620849254	0
"b1236"	1.02458836531343	10.6873939523957	6.70890259458586	6.20883831249311
"b1237"	28.6884742287761	26.7184848809892	50.4765052354555	19.6613213228948
"b1238"	1.02458836531343	0	0.319471552123136	0
"b1241"	31.7622393247163	64.124363714374	19.8072362316344	27.939772406219
"b1242"	2.04917673062686	0	1.27788620849254	1.03480638541552
"b1243"	35.8605927859701	42.7495758095826	38.9755293590226	42.4270618020362
"b1244"	0	0	0.958414656369409	0
"b1245"	1.02458836531343	5.34369697619783	1.59735776061568	0
"b1246"	0	2.67184848809892	2.55577241698509	0
"b1247"	3.07376509594029	2.67184848809892	2.87524396910823	2.06961277083104
"b1248"	3.07376509594029	0	5.75048793821645	8.27845108332414
"b1249"	5.12294182656715	2.67184848809892	4.15313017760077	6.20883831249311
"b1250"	1.02458836531343	0	0	0
"b1251"	8.19670692250744	5.34369697619783	9.58414656369409	8.27845108332414
"b1252"	10.2458836531343	2.67184848809892	8.30626035520154	10.3480638541552
"b1253"	0	0	1.27788620849254	0
"b1254"	8.19670692250744	5.34369697619783	7.028374146709	3.10441915624655
"b1255"	3.07376509594029	5.34369697619783	6.38943104246272	8.27845108332414
"b1256"	0	0	0	0
"b1257"	0	0	0.319471552123136	0
"b1258"	0	0	0	0
"b1259"	0	0	0.319471552123136	0
"b1260"	13.3196487490746	18.7029394166924	14.6956913976643	11.3828702395707
"b1261"	34.8360044206566	34.7340303452859	22.3630086486195	18.6265149374793
"b1262"	34.8360044206566	37.4058788333848	18.848821575265	10.3480638541552
"b1263"	19.4671789409552	24.0466363928902	10.5425612200635	11.3828702395707
"b1264"	32.7868276900298	56.1088182500772	15.0151629497874	15.5220957812328
"b1265"	1.02458836531343	2.67184848809892	0.319471552123136	0
"b1266"	2.04917673062686	0	1.91682931273882	0
"b1267"	2.04917673062686	2.67184848809892	5.43101638609332	3.10441915624655
"b1268"	0	0	3.5141870733545	1.03480638541552
"b1269"	31.7622393247163	10.6873939523957	16.6125207104031	13.4524830104017
"b1270"	0	0	0	0
"b1271"	1.02458836531343	0	2.55577241698509	3.10441915624655
"b1272"	7.17211855719401	13.3592424404946	12.1399189806792	6.20883831249311
"b1273"	0	2.67184848809892	0	0
"b1274"	20.4917673062686	18.7029394166924	3.83365862547763	7.24364469790863
"b1275"	0	0	2.55577241698509	0
"b1276"	3.07376509594029	0	1.91682931273882	3.10441915624655
"b1277"	4.09835346125372	5.34369697619783	10.2230896679404	7.24364469790863
"b1278"	3.07376509594029	0	1.59735776061568	0
"b1279"	10.2458836531343	2.67184848809892	5.43101638609332	8.27845108332414
"b1280"	4.09835346125372	0	3.5141870733545	2.06961277083104
"b1281"	7.17211855719401	5.34369697619783	15.6541060540337	25.8701596353879
"b1282"	3.07376509594029	0	2.55577241698509	2.06961277083104
"b1283"	2.04917673062686	0	2.55577241698509	2.06961277083104
"b1284"	0	0	1.59735776061568	0
"b1285"	0	0	0.638943104246272	0
"b1286"	15.3688254797015	5.34369697619783	16.2930491582799	13.4524830104017
"b1287"	1.02458836531343	5.34369697619783	4.79207328184704	4.13922554166207
"b1288"	22.5409440368955	13.3592424404946	19.8072362316344	28.9745787916345
"b1289"	0	0	0	0
"b1290"	0	0	0.319471552123136	0
"b1291"	0	0	0.319471552123136	0
"b1292"	1.02458836531343	2.67184848809892	0.958414656369409	2.06961277083104
"b1293"	0	0	0	0
"b1294"	1.02458836531343	0	0.638943104246272	2.06961277083104
"b1295"	0	2.67184848809892	0.319471552123136	0
"b1296"	2.04917673062686	0	0.638943104246272	0
"b1297"	2.04917673062686	0	2.55577241698509	5.17403192707759
"b1298"	0	0	2.55577241698509	1.03480638541552
"b1299"	0	0	1.27788620849254	2.06961277083104
"b1300"	0	0	0.319471552123136	1.03480638541552
"b1301"	0	0	0.638943104246272	2.06961277083104
"b1302"	0	0	0.638943104246272	1.03480638541552
"b1303"	0	0	0.319471552123136	0
"b1304"	2.04917673062686	5.34369697619783	7.98678880307841	2.06961277083104
"b1305"	0	8.01554546429675	0.319471552123136	2.06961277083104
"b1306"	0	5.34369697619783	2.87524396910823	1.03480638541552
"b1307"	1.02458836531343	0	0.638943104246272	0
"b1308"	0	2.67184848809892	1.27788620849254	0
"b1309"	0	0	0	0
"b1310"	0	0	0	0
"b1311"	0	0	0	0
"b1312"	0	0	0	0
"b1313"	0	0	0	1.03480638541552
"b1314"	0	0	0	0
"b1315"	0	0	0	0
"b1316"	0	0	0	0
"b1317"	0	0	0	0
"b1318"	0	0	0	0
"b1319"	0	0	0.319471552123136	0
"b1320"	0	2.67184848809892	0	0
"b1321"	0	2.67184848809892	0.958414656369409	2.06961277083104
"b1322"	0	2.67184848809892	0.958414656369409	0
"b1323"	3.07376509594029	5.34369697619783	5.43101638609332	3.10441915624655
"b1324"	19.4671789409552	10.6873939523957	19.8072362316344	15.5220957812328
"b1325"	3.07376509594029	2.67184848809892	0.319471552123136	0
"b1326"	0	2.67184848809892	0	0
"b1327"	1.02458836531343	0	0	0
"b1328"	0	0	0	0
"b1329"	2.04917673062686	2.67184848809892	0.319471552123136	0
"b1330"	0	0	0	0
"b1331"	4.09835346125372	0	0	0
"b1332"	5.12294182656715	2.67184848809892	1.59735776061568	0
"b1333"	8.19670692250744	2.67184848809892	2.23630086486195	0
"b1334"	18.4425905756417	16.0310909285935	20.1267077837576	8.27845108332414
"b1335"	1.02458836531343	2.67184848809892	0.319471552123136	0
"b1336"	0	0	0.319471552123136	0
"b1337"	0	0	0	0
"b1338"	0	0	0	0
"b1339"	0	0	0	0
"b1340"	1.02458836531343	0	0	0
"b1341"	1.02458836531343	0	0.319471552123136	0
"b1342"	2.04917673062686	0	0.319471552123136	0
"b1343"	5.12294182656715	0	0	0
"b1344"	11.2704720184477	2.67184848809892	0.958414656369409	0
"b1345"	2.04917673062686	0	0	0
"b1346"	0	0	0	0
"b1347"	0	0	0	0
"b1348"	0	0	0	0
"b1349"	0	0	0	0
"b1350"	0	0	0	0
"b1351"	0	0	0	0
"b1352"	0	0	0	0
"b1353"	0	0	0	0
"b1355"	0	0	0	0
"b1356"	3.07376509594029	0	0.319471552123136	0
"b1357"	0	0	0	0
"b1358"	0	0	0	0
"b1359"	0	0	0	0
"b1360"	0	0	0	0
"b1361"	0	0	0	0
"b1362"	1.02458836531343	0	0	0
"b1363"	0	0	0	0
"b1365"	0	0	0	0
"b1366"	0	0	0	0
"b1368"	0	0	0	0
"b1370"	1.02458836531343	0	0.319471552123136	0
"b1372"	0	0	0	0
"b1373"	1.02458836531343	0	0	0
"b1374"	1.02458836531343	0	0	0
"b1375"	0	0	0	0
"b1376"	0	0	0	0
"b1377"	0	0	0	0
"b1378"	0	5.34369697619783	0	0
"b1379"	0	5.34369697619783	0	0
"b1380"	9.22129528782087	13.3592424404946	2.23630086486195	8.27845108332414
"b1381"	1.02458836531343	0	0	0
"b1382"	0	0	0	0
"b1383"	0	0	0	0
"b1384"	0	0	0	0
"b1385"	2.04917673062686	0	0.638943104246272	1.03480638541552
"b1386"	0	0	0	0
"b1387"	0	0	0	0
"b1388"	0	0	0	0
"b1389"	0	0	0	0
"b1390"	0	0	0	0
"b1391"	0	0	0	0
"b1392"	0	0	0	0
"b1393"	0	0	0	0
"b1394"	0	0	0	0
"b1395"	0	0	0	0
"b1396"	0	0	0	0
"b1397"	0	0	0	0
"b1398"	0	0	0	0
"b1399"	1.02458836531343	2.67184848809892	0	0
"b1400"	0	2.67184848809892	0	0
"b1402"	0	0	0	0
"b1403"	0	0	0	0
"b1404"	0	0	0	0
"b1406"	1.02458836531343	0	0	0
"b1407"	0	0	0	0
"b1408"	0	0	0	0
"b1409"	0	0	0	0
"b1410"	0	2.67184848809892	0	0
"b1411"	1.02458836531343	0	0	0
"b1412"	3.07376509594029	8.01554546429675	2.87524396910823	5.17403192707759
"b1413"	6.14753019188058	5.34369697619783	5.11154483397018	5.17403192707759
"b1414"	2.04917673062686	0	3.83365862547763	1.03480638541552
"b1415"	2.04917673062686	0	4.47260172972391	2.06961277083104
"b1418"	1.02458836531343	2.67184848809892	3.5141870733545	2.06961277083104
"b1419"	0	0	0.319471552123136	0
"b1420"	1.02458836531343	0	0.638943104246272	2.06961277083104
"b1421"	1.02458836531343	0	0	0
"b1422"	4.09835346125372	13.3592424404946	5.11154483397018	8.27845108332414
"b1423"	0	0	0.638943104246272	0
"b1424"	0	2.67184848809892	2.23630086486195	1.03480638541552
"b1426"	1.02458836531343	2.67184848809892	0	0
"b1427"	0	0	0.638943104246272	0
"b1428"	0	0	0.319471552123136	0
"b1429"	0	2.67184848809892	4.47260172972391	8.27845108332414
"b1430"	0	0	0.958414656369409	2.06961277083104
"b1431"	2.04917673062686	0	0	0
"b1432"	5.12294182656715	10.6873939523957	1.59735776061568	5.17403192707759
"b1433"	0	0	0.319471552123136	0
"b1434"	0	5.34369697619783	0	0
"b1435"	0	2.67184848809892	6.38943104246272	4.13922554166207
"b1436"	0	0	0.638943104246272	1.03480638541552
"b1438"	0	0	0.638943104246272	1.03480638541552
"b1439"	0	0	0	0
"b1440"	0	0	0	0
"b1441"	0	0	0	0
"b1442"	1.02458836531343	0	0	0
"b1443"	1.02458836531343	0	0	0
"b1444"	1.02458836531343	2.67184848809892	0	0
"b1445"	1.02458836531343	0	0	0
"b1446"	1.02458836531343	0	0.638943104246272	0
"b1447"	1.02458836531343	0	0	0
"b1448"	1.02458836531343	5.34369697619783	0.319471552123136	0
"b1449"	3.07376509594029	0	1.27788620849254	0
"b1450"	0	0	0	0
"b1451"	0	0	0.319471552123136	0
"b1452"	44.0572997084775	32.062181857187	4.47260172972391	4.13922554166207
"b1453"	0	0	0	0
"b1454"	0	0	0	0
"b1455"	0	0	0	0
"b1456"	1.02458836531343	0	0	0
"b1457"	0	0	0	0
"b1459"	0	0	0	0
"b1460"	1.02458836531343	0	0	0
"b1461"	0	0	0	0
"b1462"	0	0	0	0
"b1463"	0	5.34369697619783	0	0
"b1464"	1.02458836531343	2.67184848809892	0	1.03480638541552
"b1465"	0	0	0	0
"b1466"	0	0	0	0
"b1467"	0	0	0	0
"b1468"	1.02458836531343	0	0	0
"b1469"	0	0	0	0
"b1470"	0	0	0	0
"b1471"	0	0	0	0
"b1472"	0	0	0	0
"b1473"	0	0	0	0
"b1474"	0	0	0.319471552123136	0
"b1475"	0	0	0	0
"b1476"	1.02458836531343	2.67184848809892	0.319471552123136	0
"b1477"	0	0	0	0
"b1478"	3.07376509594029	8.01554546429675	0.638943104246272	0
"b1479"	0	2.67184848809892	0.638943104246272	1.03480638541552
"b1480"	0	8.01554546429675	2.55577241698509	1.03480638541552
"b1481"	0	0	0	0
"b1482"	6.14753019188058	2.67184848809892	1.91682931273882	1.03480638541552
"b1483"	0	0	0.319471552123136	0
"b1484"	0	0	0	0
"b1485"	0	0	0	0
"b1486"	0	0	0	0
"b1487"	0	0	0.319471552123136	0
"b1488"	0	0	0	0
"b1489"	0	0	0	0
"b1490"	1.02458836531343	0	0.638943104246272	0
"b1491"	1.02458836531343	2.67184848809892	2.55577241698509	1.03480638541552
"b1492"	3.07376509594029	0	0.958414656369409	1.03480638541552
"b1493"	2.04917673062686	2.67184848809892	1.27788620849254	0
"b1494"	0	2.67184848809892	0.319471552123136	1.03480638541552
"b1495"	0	0	0.638943104246272	0
"b1496"	0	0	0	0
"b1497"	0	0	0	0
"b1498"	0	0	0	1.03480638541552
"b1499"	0	0	0	0
"b1500"	0	0	0	0
"b1501"	0	0	0.319471552123136	0
"b1502"	0	0	0	0
"b1503"	0	0	0	0
"b1504"	0	0	0	0
"b1505"	0	0	0	0
"b1506"	0	0	0	0
"b1507"	1.02458836531343	0	0	0
"b1508"	0	0	0	0
"b1511"	1.02458836531343	0	0.638943104246272	1.03480638541552
"b1512"	0	0	0.958414656369409	2.06961277083104
"b1513"	0	0	0	0
"b1514"	0	0	0	0
"b1515"	0	0	0	0
"b1516"	0	0	0	0
"b1517"	0	0	0	0
"b1518"	0	0	0	0
"b1519"	2.04917673062686	0	0.638943104246272	0
"b1520"	0	0	0.319471552123136	1.03480638541552
"b1521"	0	0	5.11154483397018	4.13922554166207
"b1522"	2.04917673062686	2.67184848809892	1.27788620849254	2.06961277083104
"b1523"	0	0	0	0
"b1524"	2.04917673062686	0	1.27788620849254	3.10441915624655
"b1525"	0	5.34369697619783	0.638943104246272	4.13922554166207
"b1526"	0	0	0.958414656369409	0
"b1527"	0	0	0	0
"b1528"	6.14753019188058	2.67184848809892	1.27788620849254	3.10441915624655
"b1529"	3.07376509594029	0	1.59735776061568	3.10441915624655
"b1530"	1.02458836531343	0	0.319471552123136	0
"b1531"	0	2.67184848809892	1.91682931273882	0
"b1532"	0	0	0	0
"b1533"	3.07376509594029	0	0.958414656369409	1.03480638541552
"b1534"	1.02458836531343	0	0	1.03480638541552
"b1535"	0	2.67184848809892	3.5141870733545	2.06961277083104
"b1536"	0	0	0	0
"b1537"	0	0	0.319471552123136	0
"b1538"	2.04917673062686	0	4.15313017760077	5.17403192707759
"b1539"	5.12294182656715	5.34369697619783	1.27788620849254	0
"b1540"	1.02458836531343	0	0.319471552123136	0
"b1541"	0	0	0	0
"b1542"	1.02458836531343	0	0	1.03480638541552
"b1543"	0	0	0	0
"b1544"	0	0	0	1.03480638541552
"b1545"	0	0	0	0
"b1546"	0	0	0	0
"b1547"	0	0	0	0
"b1548"	0	0	0	0
"b1549"	0	0	0	0
"b1550"	0	0	0	0
"b1551"	0	0	0	0
"b1552"	3.07376509594029	0	0.319471552123136	0
"b1553"	0	0	0	0
"b1554"	0	0	0	0
"b1555"	0	0	0	0
"b1556"	0	0	0	0
"b1557"	24.5901207675223	10.6873939523957	3.83365862547763	4.13922554166207
"b1558"	0	0	0	0
"b1559"	0	0	0	0
"b1560"	0	0	0	0
"b1561"	2.04917673062686	0	0	0
"b1562"	6.14753019188058	0	0	1.03480638541552
"b1563"	6.14753019188058	2.67184848809892	0.319471552123136	0
"b1564"	4.09835346125372	2.67184848809892	0	0
"b1565"	0	0	0	0
"b1566"	0	0	0	0
"b1567"	0	0	0	0
"b1568"	0	0	0	0
"b1569"	0	0	0	0
"b1570"	2.04917673062686	2.67184848809892	0.638943104246272	0
"b1571"	0	0	0	0
"b1572"	0	0	0	0
"b1573"	0	0	0	0
"b1575"	0	0	0	0
"b1576"	0	0	0	0
"b1577"	0	0	0	0
"b1578"	1.02458836531343	0	0	0
"b1579"	0	0	0	0
"b1580"	1.02458836531343	0	7.98678880307841	16.5569021666483
"b1581"	1.02458836531343	0	19.1682931273882	17.5917085520638
"b1582"	0	0	0.319471552123136	0
"b1583"	4.09835346125372	2.67184848809892	3.5141870733545	0
"b1584"	2.04917673062686	0	3.5141870733545	3.10441915624655
"b1585"	1.02458836531343	0	0.958414656369409	2.06961277083104
"b1586"	0	0	0	0
"b1587"	0	0	0	0
"b1588"	0	0	0	0
"b1589"	0	0	0	0
"b1590"	0	0	1.59735776061568	1.03480638541552
"b1591"	0	0	3.5141870733545	3.10441915624655
"b1592"	0	0	0	1.03480638541552
"b1593"	0	0	1.91682931273882	0
"b1594"	0	0	0.638943104246272	1.03480638541552
"b1595"	1.02458836531343	2.67184848809892	0.319471552123136	0
"b1596"	1.02458836531343	0	1.59735776061568	0
"b1597"	0	0	0	0
"b1598"	1.02458836531343	5.34369697619783	2.23630086486195	0
"b1599"	0	0	0	0
"b1600"	0	0	0.319471552123136	0
"b1601"	0	0	0.319471552123136	1.03480638541552
"b1602"	24.5901207675223	24.0466363928902	15.0151629497874	21.7309340937259
"b1603"	10.2458836531343	21.3747879047913	23.3214233049889	17.5917085520638
"b1604"	12.2950603837612	13.3592424404946	14.6956913976643	11.3828702395707
"b1605"	3.07376509594029	10.6873939523957	1.91682931273882	2.06961277083104
"b1606"	0	0	0.319471552123136	0
"b1607"	0	0	1.27788620849254	3.10441915624655
"b1608"	1.02458836531343	5.34369697619783	1.91682931273882	4.13922554166207
"b1609"	0	0	0	2.06961277083104
"b1610"	0	2.67184848809892	0.319471552123136	0
"b1611"	0	0	0	1.03480638541552
"b1612"	3.07376509594029	2.67184848809892	5.43101638609332	2.06961277083104
"b1613"	1.02458836531343	0	0.958414656369409	0
"b1614"	3.07376509594029	2.67184848809892	7.34784569883213	4.13922554166207
"b1615"	0	0	0	0
"b1616"	0	0	0	0
"b1617"	0	0	0	0
"b1618"	3.07376509594029	0	0.638943104246272	0
"b1619"	2.04917673062686	2.67184848809892	1.59735776061568	0
"b1620"	1.02458836531343	8.01554546429675	0.958414656369409	4.13922554166207
"b1621"	1.02458836531343	2.67184848809892	0	0
"b1622"	3.07376509594029	0	1.27788620849254	1.03480638541552
"b1623"	1.02458836531343	2.67184848809892	0.638943104246272	0
"b1624"	2.04917673062686	5.34369697619783	2.87524396910823	2.06961277083104
"b1625"	0	2.67184848809892	0.638943104246272	3.10441915624655
"b1626"	5.12294182656715	5.34369697619783	3.5141870733545	3.10441915624655
"b1627"	10.2458836531343	2.67184848809892	6.70890259458586	7.24364469790863
"b1628"	6.14753019188058	0	3.19471552123136	4.13922554166207
"b1629"	0	5.34369697619783	0.958414656369409	2.06961277083104
"b1630"	0	0	0.319471552123136	1.03480638541552
"b1631"	0	0	0	0
"b1632"	1.02458836531343	0	0.638943104246272	2.06961277083104
"b1633"	0	0	0	0
"b1634"	4.09835346125372	8.01554546429675	3.5141870733545	3.10441915624655
"b1635"	8.19670692250744	8.01554546429675	8.94520345944781	10.3480638541552
"b1636"	1.02458836531343	0	0	0
"b1637"	16.3934138450149	16.0310909285935	19.1682931273882	20.6961277083104
"b1638"	0	0	1.59735776061568	0
"b1639"	2.04917673062686	0	1.59735776061568	0
"b1640"	2.04917673062686	5.34369697619783	6.06995949033959	7.24364469790863
"b1641"	34.8360044206566	34.7340303452859	27.4745534825897	39.3226426457897
"b1642"	0	2.67184848809892	6.38943104246272	4.13922554166207
"b1643"	0	0	0	0
"b1644"	0	0	0	0
"b1645"	0	0	0	0
"b1646"	0	0	0.319471552123136	0
"b1647"	3.07376509594029	8.01554546429675	2.55577241698509	1.03480638541552
"b1648"	0	0	0	0
"b1649"	0	0	0	0
"b1650"	1.02458836531343	0	0.638943104246272	2.06961277083104
"b1651"	3.07376509594029	5.34369697619783	2.87524396910823	1.03480638541552
"b1652"	1.02458836531343	0	1.27788620849254	1.03480638541552
"b1653"	2.04917673062686	0	0	0
"b1654"	13.3196487490746	5.34369697619783	14.6956913976643	17.5917085520638
"b1655"	0	0	0.319471552123136	0
"b1656"	2.04917673062686	0	4.79207328184704	4.13922554166207
"b1657"	8.19670692250744	8.01554546429675	3.5141870733545	8.27845108332414
"b1658"	20.4917673062686	18.7029394166924	25.877195721974	21.7309340937259
"b1659"	0	2.67184848809892	0.638943104246272	1.03480638541552
"b1660"	1.02458836531343	0	0.638943104246272	0
"b1661"	5.12294182656715	8.01554546429675	9.90361811581722	10.3480638541552
"b1662"	6.14753019188058	5.34369697619783	2.23630086486195	3.10441915624655
"b1663"	19.4671789409552	16.0310909285935	14.6956913976643	16.5569021666483
"b1664"	6.14753019188058	2.67184848809892	5.43101638609332	3.10441915624655
"b1667"	1.02458836531343	2.67184848809892	3.19471552123136	12.4176766249862
"b1668"	0	2.67184848809892	0	1.03480638541552
"b1669"	0	0	0.319471552123136	0
"b1670"	0	0	0.319471552123136	0
"b1671"	0	0	0.319471552123136	0
"b1672"	0	0	0	0
"b1673"	0	0	0	0
"b1674"	0	0	0	0
"b1675"	0	2.67184848809892	0.638943104246272	0
"b1676"	12.2950603837612	13.3592424404946	9.58414656369409	15.5220957812328
"b1677"	124.999780568239	93.514697083462	214.045939922501	144.872893958173
"b1678"	2.04917673062686	10.6873939523957	0.319471552123136	0
"b1679"	0	0	0.319471552123136	0
"b1680"	7.17211855719401	5.34369697619783	0.958414656369409	1.03480638541552
"b1681"	5.12294182656715	10.6873939523957	2.87524396910823	1.03480638541552
"b1682"	1.02458836531343	0	0.638943104246272	2.06961277083104
"b1683"	17.4180022103283	8.01554546429675	3.83365862547763	4.13922554166207
"b1684"	24.5901207675223	24.0466363928902	5.11154483397018	10.3480638541552
"b1685"	3.07376509594029	8.01554546429675	1.27788620849254	1.03480638541552
"b1686"	1.02458836531343	0	0.638943104246272	0
"b1687"	3.07376509594029	18.7029394166924	5.11154483397018	5.17403192707759
"b1688"	5.12294182656715	13.3592424404946	6.38943104246272	10.3480638541552
"b1689"	0	0	0	0
"b1690"	0	0	0	0
"b1691"	0	0	0	0
"b1692"	1.02458836531343	0	0.638943104246272	0
"b1693"	0	0	0.958414656369409	0
"b1694"	0	0	0	0
"b1695"	0	0	0	0
"b1696"	0	0	0.319471552123136	0
"b1697"	0	0	0.319471552123136	0
"b1698"	0	0	0.319471552123136	0
"b1699"	0	0	0.319471552123136	0
"b1700"	0	0	0	0
"b1701"	0	0	0	0
"b1702"	12.2950603837612	24.0466363928902	21.7240655443733	15.5220957812328
"b1703"	0	0	0.958414656369409	1.03480638541552
"b1704"	6.14753019188058	8.01554546429675	2.87524396910823	1.03480638541552
"b1705"	1.02458836531343	2.67184848809892	1.59735776061568	1.03480638541552
"b1706"	19.4671789409552	8.01554546429675	4.79207328184704	4.13922554166207
"b1707"	0	0	0.319471552123136	1.03480638541552
"b1708"	2.04917673062686	0	2.87524396910823	4.13922554166207
"b1709"	2.04917673062686	0	0.319471552123136	0
"b1710"	0	5.34369697619783	1.59735776061568	0
"b1711"	1.02458836531343	0	3.19471552123136	1.03480638541552
"b1712"	40.9835346125372	10.6873939523957	31.9471552123136	36.2182234895431
"b1713"	46.1064764391044	64.124363714374	30.6692690038211	30.00938517705
"b1714"	13.3196487490746	18.7029394166924	12.4593905328023	12.4176766249862
"b1715"	2.04917673062686	2.67184848809892	0.319471552123136	4.13922554166207
"b1716"	33.8114160553432	29.3903333690881	78.5900018222915	25.8701596353879
"b1717"	2.04917673062686	10.6873939523957	14.056748293418	8.27845108332414
"b1718"	32.7868276900298	24.0466363928902	73.4784569883213	20.6961277083104
"b1719"	32.7868276900298	29.3903333690881	59.7411802470265	57.949157583269
"b1722"	2.04917673062686	0	3.5141870733545	0
"b1723"	3.07376509594029	0	3.19471552123136	2.06961277083104
"b1724"	1.02458836531343	0	0.319471552123136	2.06961277083104
"b1725"	1.02458836531343	0	0.638943104246272	0
