"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"b0187"	1.93981766650708	-0.182436944612022	2.19742038520417	-0.083023232987379	0.93383306613273	NA
"b0188"	4.5252007789795	-1.06622427006095	1.49018267064747	-0.715499039857768	0.474300733926543	NA
"b0189"	6.03484972130101	0.224618859013941	1.24622999989703	0.180238687106313	0.856965187817597	NA
"b0190"	0.827697898086297	1.47392696050013	3.56575217981368	0.413356533537097	0.679345415719031	NA
"b0191"	1.43159132054392	-1.61671126232141	2.61599960035109	-0.618008986738544	0.536569414722983	NA
"b0192"	3.48632655687043	-0.456959110537529	1.69534649675245	-0.26953729601168	0.787516245722899	NA
"b0193"	0	NA	NA	NA	NA	NA
"b0194"	40.8909157456976	-0.719355821449686	0.528335371637931	-1.36155150698988	0.173339467979679	0.856414887623775
"b0195"	0.159735776061568	-0.352899143356319	4.93257431840893	-0.0715446175923309	0.94296431580925	NA
"b0196"	2.17686682557391	0.218681981119002	2.01135620648696	0.108723646469838	0.913421685862721	NA
"b0197"	29.7821253772405	-0.481487025640163	0.627412929635764	-0.767416485853556	0.442833929798866	0.997650430522366
"b0198"	10.1249171395656	-1.09348650155639	1.06457742213935	-1.02715545043116	0.30434727170847	0.957704038053882
"b0199"	5.96085993621697	-1.25498278372627	1.38118527220009	-0.908627400672476	0.363546837887195	NA
"b0200"	7.61804114451939	-0.108293425808346	1.21053834459887	-0.0894588975983499	0.928717217531214	0.997650430522366
"b0207"	0	NA	NA	NA	NA	NA
"b0208"	0.597271080738543	-1.92443519371063	3.9759641519303	-0.484017239636412	0.628373634280925	NA
"b0209"	4.23748016484717	-1.87430253839241	1.66075582827097	-1.12858404979603	0.259073342354492	NA
"b0210"	0.672029958718283	1.57258268571083	3.78863078263238	0.415079424714537	0.678083761067992	NA
"b0211"	32.2789585759101	-0.132162766211461	0.602868770421707	-0.219223109067356	0.826476254850632	0.997650430522366
"b0212"	0	NA	NA	NA	NA	NA
"b0213"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b0214"	1.00653160640939	0.742517130346351	3.11918278164542	0.2380486115516	0.811843391112458	NA
"b0215"	5.18265013777842	-1.4364468232211	1.49971540657278	-0.957812940325619	0.338157092771182	NA
"b0217"	0	NA	NA	NA	NA	NA
"b0218"	0	NA	NA	NA	NA	NA
"b0219"	1.0713693988722	0.0008284934174611	3.11008402359871	0.000266389400149531	0.999787452012973	NA
"b0220"	14.71555776772	-0.857292097069971	0.86930148088896	-0.986185018566046	0.324042329534473	0.962936449473466
"b0221"	2.74841763233185	0.286339991200128	1.85919159989804	0.1540131696033	0.877599351638377	NA
"b0222"	10.6797801455658	0.452368612287625	0.957441068889873	0.472476716308122	0.636586557289986	0.997650430522366
"b0223"	3.03179832930884	0.227115409161559	1.81198279288409	0.125340820041709	0.900253737258446	NA
"b0224"	3.5552321860268	-0.66094503605652	1.74455559108739	-0.37886155043334	0.704790677737044	NA
"b0225"	5.68787248306745	-0.0368918109433655	1.30163281262549	-0.0283427173819873	0.977388810727912	NA
"b0226"	4.18559012123735	-0.232773690591266	1.57914436157326	-0.147404946789893	0.882812401201978	NA
"b0227"	0	NA	NA	NA	NA	NA
"b0228"	0	NA	NA	NA	NA	NA
"b0229"	0	NA	NA	NA	NA	NA
"b0230"	0	NA	NA	NA	NA	NA
"b0231"	1.2935079817694	-3.03869032101708	3.27739013514558	-0.927167714466225	0.353839462807612	NA
"b0232"	0.258701596353879	-0.589898758603143	4.92526649261605	-0.119769916914652	0.904665413187731	NA
"b0233"	0	NA	NA	NA	NA	NA
"b0234"	0	NA	NA	NA	NA	NA
"b0235"	0.258701596353879	-0.589898758603143	4.92526649261605	-0.119769916914652	0.904665413187731	NA
"b0236"	0.258701596353879	-0.589898758603143	4.92526649261605	-0.119769916914652	0.904665413187731	NA
"b0237"	8.23987180648271	0.224036846807898	1.11741645387265	0.200495389191245	0.841093163682377	0.997650430522366
"b0238"	24.6902686168808	-0.713858536065031	0.700442247085692	-1.01915402595312	0.308129848804467	0.958115201506428
"b0239"	4.0942878160216	-1.31405734017715	1.63191503447744	-0.805224115480942	0.420690362704563	NA
"b0240"	26.1932725548213	-0.654718271685304	0.6538682678343	-1.00129996192325	0.316681811312539	0.962936449473466
"b0241"	0	NA	NA	NA	NA	NA
"b0242"	12.9723336338549	0.0416375165710745	0.885774379856694	0.0470069100190173	0.962507720219748	0.997650430522366
"b0243"	5.25544618844152	-0.392344996247258	1.3536863850782	-0.289834484982719	0.771942864452194	NA
"b0245"	0	NA	NA	NA	NA	NA
"b0246"	0	NA	NA	NA	NA	NA
"b0247"	0	NA	NA	NA	NA	NA
"b0248"	0	NA	NA	NA	NA	NA
"b0249"	0	NA	NA	NA	NA	NA
"b0250"	0	NA	NA	NA	NA	NA
"b0251"	0	NA	NA	NA	NA	NA
"b0252"	0	NA	NA	NA	NA	NA
"b0253"	0	NA	NA	NA	NA	NA
"b0254"	0	NA	NA	NA	NA	NA
"b0256"	0	NA	NA	NA	NA	NA
"b0258"	0.336014979359142	1.54891251869191	4.92474747653764	0.3145161302323	0.753129067437661	NA
"b0259"	0.667962122024729	3.45216671303574	4.2303749349379	0.816042730521335	0.414475696799737	NA
"b0260"	0.770995779010595	1.49439337439024	3.66347577641613	0.407916816049529	0.683334746568999	NA
"b0261"	0.768441273985073	3.96112589243572	3.92011850081391	1.01046075306481	0.312274593601102	NA
"b0262"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b0263"	0	NA	NA	NA	NA	NA
"b0264"	0	NA	NA	NA	NA	NA
"b0265"	0.514848687682237	0.745066797287251	4.29788254927339	0.173356714322781	0.86237104686844	NA
"b0266"	0	NA	NA	NA	NA	NA
"b0267"	0	NA	NA	NA	NA	NA
"b0268"	0	NA	NA	NA	NA	NA
"b0269"	0	NA	NA	NA	NA	NA
"b0270"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b0271"	0	NA	NA	NA	NA	NA
"b0272"	0.768441273985073	3.96112589243572	3.92011850081391	1.01046075306481	0.312274593601102	NA
"b0273"	1.18281080970697	2.19603600558847	2.9557352140669	0.742974538157926	0.457497095947451	NA
"b0274"	0	NA	NA	NA	NA	NA
"b0275"	0	NA	NA	NA	NA	NA
"b0276"	0	NA	NA	NA	NA	NA
"b0277"	0	NA	NA	NA	NA	NA
"b0278"	0	NA	NA	NA	NA	NA
"b0279"	0	NA	NA	NA	NA	NA
"b0280"	0.747830010055513	2.13962906886081	3.73615253159438	0.572682472347491	0.56685970730523	NA
"b0281"	0.592162070687499	2.20825000003526	4.0119434791464	0.550419020485575	0.582032005698646	NA
"b0282"	0	NA	NA	NA	NA	NA
"b0283"	0	NA	NA	NA	NA	NA
"b0284"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b0285"	0	NA	NA	NA	NA	NA
"b0286"	0	NA	NA	NA	NA	NA
"b0287"	1.41579213208024	3.25023148587748	2.94418347035721	1.10395004883413	0.269614806503304	NA
"b0288"	0	NA	NA	NA	NA	NA
"b0289"	0	NA	NA	NA	NA	NA
"b0290"	0.258701596353879	-0.589898758603143	4.92526649261605	-0.119769916914652	0.904665413187731	NA
"b0291"	0	NA	NA	NA	NA	NA
"b0292"	0	NA	NA	NA	NA	NA
"b0293"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b0294"	0	NA	NA	NA	NA	NA
"b0295"	0	NA	NA	NA	NA	NA
"b0296"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b0297"	0	NA	NA	NA	NA	NA
"b0298"	0	NA	NA	NA	NA	NA
"b0299"	0	NA	NA	NA	NA	NA
"b0300"	0	NA	NA	NA	NA	NA
"b0301"	0	NA	NA	NA	NA	NA
"b0303"	0	NA	NA	NA	NA	NA
"b0304"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b0305"	0	NA	NA	NA	NA	NA
"b0306"	0	NA	NA	NA	NA	NA
"b0307"	0	NA	NA	NA	NA	NA
"b0308"	0	NA	NA	NA	NA	NA
"b0310"	0	NA	NA	NA	NA	NA
"b0311"	0.768441273985073	3.96112589243572	3.92011850081391	1.01046075306481	0.312274593601102	NA
"b0312"	1.60380268714794	-0.834532295690726	2.58812953717709	-0.322446107779042	0.747114758905551	NA
"b0313"	0.592162070687499	2.20825000003526	4.0119434791464	0.550419020485575	0.582032005698646	NA
"b0314"	0.914188127836157	-0.837037446125341	3.09187398117197	-0.270721721267587	0.786605069299789	NA
"b0315"	0.924109213353086	4.06827681003737	3.42211553173601	1.18881924713207	0.234510802417772	NA
"b0316"	0	NA	NA	NA	NA	NA
"b0317"	0	NA	NA	NA	NA	NA
"b0318"	0	NA	NA	NA	NA	NA
"b0319"	0	NA	NA	NA	NA	NA
"b0320"	0	NA	NA	NA	NA	NA
"b0321"	0	NA	NA	NA	NA	NA
"b0322"	1.18281080970697	2.19603600558847	2.9557352140669	0.742974538157926	0.457497095947451	NA
"b0323"	0	NA	NA	NA	NA	NA
"b0324"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b0325"	1.02458836531343	4.3749337468523	3.49261320334173	1.25262475176649	0.210342302604509	NA
"b0326"	0	NA	NA	NA	NA	NA
"b0327"	0	NA	NA	NA	NA	NA
"b0328"	0	NA	NA	NA	NA	NA
"b0329"	0.512294182656715	3.45399684513585	4.64077653595484	0.744271312866648	0.456712352727636	NA
"b0330"	0	NA	NA	NA	NA	NA
"b0331"	0	NA	NA	NA	NA	NA
"b0333"	0	NA	NA	NA	NA	NA
"b0334"	0	NA	NA	NA	NA	NA
"b0335"	0	NA	NA	NA	NA	NA
"b0336"	1.4364033960098	4.77224756470703	2.87256218670689	1.66132088864469	0.0966490169403025	NA
"b0337"	0.924109213353086	4.06827681003737	3.42211553173601	1.18881924713207	0.234510802417772	NA
"b0338"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b0339"	0	NA	NA	NA	NA	NA
"b0340"	0	NA	NA	NA	NA	NA
"b0341"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b0342"	0	NA	NA	NA	NA	NA
"b0343"	0	NA	NA	NA	NA	NA
"b0344"	0	NA	NA	NA	NA	NA
"b0345"	0.850863667041379	0.909758612588768	3.23261329582984	0.281431315574424	0.778379601959576	NA
"b0346"	0.747830010055513	2.13962906886081	3.73615253159438	0.572682472347491	0.56685970730523	NA
"b0347"	0	NA	NA	NA	NA	NA
"b0348"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
