"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"b0922"	5.26792177898397	-0.0270473882030005	1.32550238554192	-0.0204053862882656	0.983719987109271	NA
"b0923"	1.8589086051188	1.28296221402705	2.27865009836672	0.56303607778423	0.573410317255056	NA
"b0924"	12.1602575090454	-0.00150092359218946	0.892137224624318	-0.00168239094924158	0.998657646869607	0.998657646869607
"b0925"	1.01315394812847	-0.98128436999494	2.97400418991124	-0.329953929898204	0.74143477301455	NA
"b0926"	8.1271891444417	0.331933676330676	1.17244790646426	0.283111662787377	0.777091241576956	0.997650430522366
"b0927"	9.94293724850811	-0.894384879365755	1.0127649243717	-0.883112021203353	0.37717574975848	0.986089039807014
"b0928"	38.3431594827012	-0.456112131069903	0.531601549906836	-0.85799624013481	0.390894539568896	0.986089039807014
"b0929"	104.471869507835	-1.04485571936195	0.362231232525702	-2.8844992522499	0.00392036689660262	0.0850692911636206
"b0930"	41.4018674374887	0.590659564086275	0.509632618817946	1.15899089319727	0.246459897135688	0.922943874979714
"b0931"	19.1760959779621	-0.110922487076393	0.726238679514169	-0.152735581572985	0.878606799920251	0.997650430522366
"b0932"	10.8835898890972	-0.431695921701188	0.950372463742718	-0.454238667649419	0.649657054718649	0.997650430522366
"b0933"	0.258701596353879	-0.589898758603143	4.92526649261605	-0.119769916914652	0.904665413187731	NA
"b0934"	0	NA	NA	NA	NA	NA
"b0935"	0	NA	NA	NA	NA	NA
"b0936"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b0937"	0	NA	NA	NA	NA	NA
"b0938"	0	NA	NA	NA	NA	NA
"b0939"	0	NA	NA	NA	NA	NA
"b0940"	0	NA	NA	NA	NA	NA
"b0941"	0	NA	NA	NA	NA	NA
"b0942"	0	NA	NA	NA	NA	NA
"b0943"	0	NA	NA	NA	NA	NA
"b0944"	0	NA	NA	NA	NA	NA
"b0945"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b0946"	2.15776889331238	0.17750662462038	2.0429159488527	0.0868888535135611	0.930759859618049	NA
"b0947"	1.17033521916452	-0.140493261569369	2.78398012042031	-0.0504648939620152	0.95975192430255	NA
"b0948"	16.0036846589766	-0.951687257077848	0.83396299752058	-1.14116244954185	0.253802327394424	0.922943874979714
"b0949"	0.817776812569368	-2.44869866942623	3.46648234412268	-0.706392944299262	0.479943807448	NA
"b0950"	0.911633622810636	0.460449642030325	3.31634904736057	0.138842333980734	0.889574740262541	NA
"b0951"	1.184324141375	2.46565257861047	3.01249731312138	0.818474615021546	0.413086231262386	NA
"b0952"	0.834320239805373	-0.64215232758637	3.20193259186486	-0.200551482319735	0.84104929866458	NA
"b0953"	43.1634518392274	-1.35093017025261	0.53920947739661	-2.50539025533289	0.0122316350325753	0.191119297383989
"b0954"	29.984929180541	-1.03084270158899	0.613541988238348	-1.68015021196647	0.0929280934929524	0.676888861376463
"b0955"	2.18093466226746	0.0102482722330549	2.09896640118106	0.00488253276817025	0.996104317964945	NA
"b0956"	5.07765365347591	-0.944689016177623	1.41892888381291	-0.6657761547845	0.505554188425288	NA
"b0957"	790.968281563341	0.763600686953472	0.245373558368018	3.1119925554823	0.00185829185174087	0.0464572962935218
"b0958"	2.34577944838007	-1.52416669558478	2.13264705169087	-0.714683048175434	0.474804914858122	NA
"b0959"	0.338569484384663	-1.1157585986062	4.89226875430219	-0.228065679675717	0.819595180661062	NA
"b0960"	2.1603233983379	-0.567174669210565	2.08567155301398	-0.271938632135509	0.78566920600903	NA
"b0961"	5.30867214853255	-0.304940257442464	1.36000514390634	-0.224219929467755	0.822586176759248	NA
"b0962"	4.68238205001555	-0.759919224864233	1.43954580284037	-0.527888187624761	0.597576943781841	NA
"b0963"	4.67320520327095	-0.0154839963208006	1.40696225558206	-0.011005267738611	0.991219244032438	NA
"b0964"	0	NA	NA	NA	NA	NA
"b0965"	1.70939084915932	-1.88671375990896	2.53468084498123	-0.744359497427351	0.456659015324363	NA
"b0966"	4.1118724166151	-1.93521278538121	1.69678741428254	-1.14051575883446	0.25407149112569	NA
"b0967"	11.6247975574336	-0.121562315486195	0.916844181416682	-0.132587759130849	0.894519413741874	0.997650430522366
"b0968"	0	NA	NA	NA	NA	NA
"b0969"	0.39933944015392	-1.44819313310571	4.87076238923144	-0.297323707743876	0.766219383428918	NA
"b0970"	14.0178053435597	0.621569075331168	0.846091914767336	0.734635403651259	0.462561570409916	0.997650430522366
"b0972"	0	NA	NA	NA	NA	NA
"b0973"	0	NA	NA	NA	NA	NA
"b0974"	0	NA	NA	NA	NA	NA
"b0975"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b0976"	0	NA	NA	NA	NA	NA
"b0977"	0	NA	NA	NA	NA	NA
"b0978"	0.159735776061568	-0.352899143356319	4.93257431840893	-0.0715446175923309	0.94296431580925	NA
"b0979"	0.159735776061568	-0.352899143356319	4.93257431840893	-0.0715446175923309	0.94296431580925	NA
"b0980"	0	NA	NA	NA	NA	NA
"b0981"	0	NA	NA	NA	NA	NA
"b0982"	0	NA	NA	NA	NA	NA
"b0983"	0.512294182656715	3.45399684513585	4.64077653595484	0.744271312866648	0.456712352727636	NA
"b0984"	0	NA	NA	NA	NA	NA
"b0985"	0	NA	NA	NA	NA	NA
"b0986"	0	NA	NA	NA	NA	NA
"b0987"	1.00397710138387	2.78541204496407	3.09237974857557	0.900734150211369	0.367729686687599	NA
"b0988"	0	NA	NA	NA	NA	NA
"b0989"	0	NA	NA	NA	NA	NA
"b0990"	9.67986868941409	2.66638935638284	1.07861181455014	2.4720565085734	0.0134338279765158	0.199908154412437
"b0991"	0.578173148477016	-1.93253081933528	3.97787881776368	-0.485819429869341	0.627095197112941	NA
"b0992"	0.336014979359142	1.54891251869191	4.92474747653764	0.3145161302323	0.753129067437661	NA
"b0993"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b0994"	0	NA	NA	NA	NA	NA
"b0995"	0.512294182656715	3.45399684513585	4.64077653595484	0.744271312866648	0.456712352727636	NA
"b0996"	0	NA	NA	NA	NA	NA
"b0997"	0	NA	NA	NA	NA	NA
"b0998"	0	NA	NA	NA	NA	NA
"b0999"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b1000"	0.514848687682237	0.745066797287251	4.29788254927339	0.173356714322781	0.86237104686844	NA
"b1001"	0	NA	NA	NA	NA	NA
"b1002"	1.41579213208024	3.25023148587748	2.94418347035721	1.10395004883413	0.269614806503304	NA
"b1003"	2.00795420276774	3.07548153480643	2.33578417216027	1.31668052702063	0.187945733584593	NA
"b1004"	3.03916490980025	2.1331165586097	1.77800792735721	1.1997227491445	0.230247034855806	NA
"b1006"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b1007"	0	NA	NA	NA	NA	NA
"b1008"	0	NA	NA	NA	NA	NA
"b1009"	0	NA	NA	NA	NA	NA
"b1010"	0	NA	NA	NA	NA	NA
"b1011"	0	NA	NA	NA	NA	NA
"b1012"	0	NA	NA	NA	NA	NA
"b1013"	0	NA	NA	NA	NA	NA
"b1014"	0.924109213353086	4.06827681003737	3.42211553173601	1.18881924713207	0.234510802417772	NA
"b1015"	5.23738723807605	4.54787228349113	1.6861927740897	2.69712476140003	0.00699410607872851	NA
"b1018"	4.77442859400363	1.8414942948523	1.42814786679253	1.28942831318167	0.197249223530803	NA
"b1019"	1.49566002011103	2.57228340038923	2.83991715707403	0.905760012746095	0.365062890302169	NA
"b1020"	1.00397710138387	2.78541204496407	3.09237974857557	0.900734150211369	0.367729686687599	NA
"b1021"	0	NA	NA	NA	NA	NA
"b1022"	0	NA	NA	NA	NA	NA
"b1023"	0	NA	NA	NA	NA	NA
"b1024"	0	NA	NA	NA	NA	NA
"b1025"	0	NA	NA	NA	NA	NA
"b1026"	0.512294182656715	3.45399684513585	4.64077653595484	0.744271312866648	0.456712352727636	NA
"b1027"	0	NA	NA	NA	NA	NA
"b1028"	0	NA	NA	NA	NA	NA
"b1029"	0	NA	NA	NA	NA	NA
"b1033"	1.42241447379932	0.798588130458579	2.47249540866565	0.322988721297388	0.746703783782226	NA
"b1034"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b1035"	1.00397710138387	2.78541204496407	3.09237974857557	0.900734150211369	0.367729686687599	NA
"b1036"	8.82597835903664	2.80316229528618	1.10822002837264	2.52942757170927	0.0114248751611724	0.183090948095711
"b1037"	0.512294182656715	3.45399684513585	4.64077653595484	0.744271312866648	0.456712352727636	NA
"b1038"	0	NA	NA	NA	NA	NA
"b1039"	0	NA	NA	NA	NA	NA
"b1040"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b1041"	0	NA	NA	NA	NA	NA
"b1042"	0	NA	NA	NA	NA	NA
"b1043"	0	NA	NA	NA	NA	NA
"b1044"	0	NA	NA	NA	NA	NA
"b1045"	0.768441273985073	3.96112589243572	3.92011850081391	1.01046075306481	0.312274593601102	NA
"b1046"	0.924109213353086	4.06827681003737	3.42211553173601	1.18881924713207	0.234510802417772	NA
"b1047"	0	NA	NA	NA	NA	NA
"b1048"	2.0542857406779	1.89263448067392	2.45944744353115	0.769536460578547	0.441574908474857	NA
"b1049"	2.46099176132323	5.59321087707971	2.40912490314191	2.3216774148095	0.0202503119509875	NA
"b1050"	0	NA	NA	NA	NA	NA
"b1051"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b1053"	0	NA	NA	NA	NA	NA
"b1054"	1.84491968290832	-0.276046921805369	2.269731979816	-0.121620933334934	0.903199234156252	NA
"b1055"	9.11645574750469	0.0757841364160302	1.08342365622622	0.0699487554849979	0.944234446868395	0.997650430522366
"b1056"	0.159735776061568	-0.352899143356319	4.93257431840893	-0.0715446175923309	0.94296431580925	NA
"b1057"	0.757006856800111	-2.29059775527051	3.56596601448943	-0.642349855821181	0.520646050066511	NA
"b1058"	0	NA	NA	NA	NA	NA
"b1059"	1.34916892748761	-0.425089876632582	2.62485723386586	-0.161947808493384	0.87134695397361	NA
"b1060"	1.18943315142604	-0.0923908210715764	2.78552393437317	-0.0331682021940218	0.973540455136978	NA
"b1061"	0.258701596353879	-0.589898758603143	4.92526649261605	-0.119769916914652	0.904665413187731	NA
"b1062"	6.45269541600758	0.0146695474380675	1.28051253479695	0.0114559967508585	0.990859636994315	NA
"b1063"	2.57620626572783	-0.307630333306209	1.88661520296298	-0.163059394848016	0.87047167005747	NA
"b1064"	5.23634825617999	-0.401756472433019	1.36733633523601	-0.293824176305293	0.768892260077464	NA
"b1065"	0.757006856800111	-2.29059775527051	3.56596601448943	-0.642349855821181	0.520646050066511	NA
"b1066"	2.50219162652042	1.85501881322582	2.1482382492333	0.863507022039047	0.387858760295559	NA
"b1067"	2.60448104473395	-1.69679271834028	2.06109534538319	-0.823248047277904	0.410366950901955	NA
"b1068"	3.42962443779473	-0.449962150469446	1.64669760470147	-0.273251232761111	0.784660099835856	NA
"b1069"	4.41224603647671	-2.09520514854384	1.65215628003374	-1.26816401926642	0.204739383262045	NA
"b1070"	0	NA	NA	NA	NA	NA
"b1071"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b1072"	0.768441273985073	3.96112589243572	3.92011850081391	1.01046075306481	0.312274593601102	NA
"b1073"	0	NA	NA	NA	NA	NA
"b1074"	0	NA	NA	NA	NA	NA
"b1075"	0	NA	NA	NA	NA	NA
"b1076"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b1077"	0	NA	NA	NA	NA	NA
"b1078"	0	NA	NA	NA	NA	NA
"b1079"	0	NA	NA	NA	NA	NA
"b1080"	0	NA	NA	NA	NA	NA
"b1081"	0	NA	NA	NA	NA	NA
"b1082"	0.258701596353879	-0.589898758603143	4.92526649261605	-0.119769916914652	0.904665413187731	NA
"b1083"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b1084"	16.6197567373915	-0.423093407557799	0.800503607045701	-0.528534042612558	0.597128725591777	0.997650430522366
"b1085"	0	NA	NA	NA	NA	NA
"b1086"	1.17033521916452	-0.140493261569369	2.78398012042031	-0.0504648939620152	0.95975192430255	NA
"b1087"	2.06797991976467	-1.33994419413457	2.24301822386396	-0.597384443817091	0.550250737347395	NA
"b1088"	216.273765853935	0.633813670485221	0.288992255386164	2.19318566041949	0.0282940052605825	0.332902712794668
"b1089"	27.0613292225961	-0.592142829684867	0.660005729438981	-0.897178317206732	0.369623773342762	0.982383352994957
"b1090"	29.2772182462757	0.530027707256926	0.631762713897482	0.838966427738461	0.401488149229631	0.986089039807014
"b1091"	16.6767535995909	0.145760744259557	0.785582671750484	0.185544754869355	0.85280178031848	0.997650430522366
"b1092"	21.0613165347703	-0.0698392938362694	0.707206907772598	-0.0987536929697613	0.921333836351408	0.997650430522366
"b1093"	22.5784619559848	0.494505875252642	0.722425294288854	0.684507974958749	0.493654455235451	0.997650430522366
"b1094"	74.3621589126443	-0.59913601747213	0.409263943002152	-1.46393550596511	0.143211570919077	0.785015863572423
"b1095"	41.8686013665924	0.0390536561348216	0.510511022947323	0.0764991437586477	0.939021995162441	0.997650430522366
"b1096"	0.836874744830895	-2.44395650727754	3.42011789779959	-0.714582532037832	0.474867041624867	NA
"b1097"	5.97814760222531	0.20379188467675	1.25512226045903	0.16236815416071	0.871015947337132	NA
"b1098"	3.00201021863468	1.09981636904796	1.75144522135298	0.627947911610028	0.530038063105131	NA
"b1099"	2.01968555453786	-0.312895701792973	2.15210441865072	-0.145390576349983	0.884402504592213	NA
"b1100"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b1101"	15.6483943321691	-0.649277525652935	0.807785034767121	-0.803775135349117	0.421526852250888	0.997650430522366
"b1102"	13.5196444566351	-0.51826388608966	0.870248350365039	-0.595535614485528	0.551485500185178	0.997650430522366
"b1103"	6.35943028347519	-0.473058680701197	1.25706127901444	-0.376321097943678	0.706678196274823	NA
"b1104"	2.00465545896989	-0.479548899073052	2.19732724282241	-0.21824191214099	0.827240630864939	NA
"b1105"	1.4949157813387	-3.29385958323929	2.7440925000593	-1.20034568192148	0.230005115070364	NA
"b1106"	1.10956526339526	0.110689113600069	2.90645746584546	0.0380838580646048	0.969620821371983	NA
"b1107"	6.56398426577889	-0.832684410841781	1.25315834741236	-0.664468630449766	0.506390419948573	NA
"b1108"	1.82175391395324	-0.127097153232915	2.24068178876443	-0.0567225359130533	0.954766221852044	NA
"b1109"	36.7624646687199	-0.408789682668631	0.55437049727267	-0.737394368350677	0.460882559214047	0.997650430522366
"b1110"	7.61717738634872	-0.527869801293367	1.15905664294772	-0.455430547337949	0.648799522929358	0.997650430522366
"b1111"	2.60522528350628	1.27841126506746	1.88838683390439	0.676985902525197	0.498414898918304	NA
"b1112"	0.672029958718283	1.57258268571083	3.78863078263238	0.415079424714537	0.678083761067992	NA
"b1113"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b1114"	4.79126895582479	-0.0370854572143631	1.40156915167596	-0.0264599553793099	0.978890473384853	NA
"b1115"	0	NA	NA	NA	NA	NA
"b1116"	2.17024448385483	1.30423096945577	2.08200849991764	0.626429224235808	0.53103344602812	NA
"b1117"	1.84085184621477	-0.0875841889465327	2.21380948761366	-0.0395626585921549	0.968441798243376	NA
"b1118"	1.24764860216978	0.712040690695741	2.89365149707116	0.24606995397215	0.805628081334488	NA
"b1119"	1.31097306296456	-0.487579806096108	2.88325474960175	-0.169107431857506	0.865712139346078	NA
"b1120"	1.76505179487754	-0.160896015332749	2.31146190434689	-0.0696079027000926	0.944505746755402	NA
"b1121"	0	NA	NA	NA	NA	NA
"b1122"	0	NA	NA	NA	NA	NA
"b1123"	1.58877259157996	-0.804894211422332	2.45894442220573	-0.32733322646647	0.743415864322466	NA
"b1124"	1.00653160640939	0.742517130346351	3.11918278164542	0.2380486115516	0.811843391112458	NA
"b1125"	0.674584463743805	-0.141349133092738	3.49579750346462	-0.0404340162588507	0.967747111361771	NA
"b1126"	3.92026618316439	0.386158281088586	1.54614863886483	0.249754953296147	0.80277685793204	NA
"b1127"	3.44872237005626	-0.434175400538812	1.65271050142983	-0.262705053403599	0.792777921509993	NA
"b1128"	20.8728338213921	-0.0590174031749615	0.6953802772191	-0.0848706888998613	0.932364194557313	0.997650430522366
"b1129"	1.73526368420338	1.42059903986949	2.61244877761718	0.543780629132649	0.586592440269626	NA
"b1130"	3.83633045844006	0.603945588733838	1.54285924221838	0.391445682281076	0.695467831084775	NA
"b1131"	3.07706603119958	-1.37881823734551	1.84446089759987	-0.747545387999126	0.454734416004234	NA
"b1132"	2.09699893754312	0.35436347913635	2.04521558916856	0.173264608881848	0.862443440937152	NA
"b1133"	17.27296084431	-0.165072593956179	0.761612938384646	-0.216740795273636	0.82841035357728	0.997650430522366
"b1134"	0	NA	NA	NA	NA	NA
"b1135"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b1136"	64.6075930456579	-0.116641968348499	0.429608754321292	-0.27150742896935	0.786000786735834	0.997650430522366
"b1137"	0	NA	NA	NA	NA	NA
"b1138"	0	NA	NA	NA	NA	NA
"b1139"	0	NA	NA	NA	NA	NA
"b1140"	0	NA	NA	NA	NA	NA
"b1141"	0	NA	NA	NA	NA	NA
"b1142"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b1143"	0	NA	NA	NA	NA	NA
"b1144"	0	NA	NA	NA	NA	NA
"b1145"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b1146"	0	NA	NA	NA	NA	NA
"b1147"	0	NA	NA	NA	NA	NA
"b1148"	0	NA	NA	NA	NA	NA
"b1149"	0	NA	NA	NA	NA	NA
"b1150"	0	NA	NA	NA	NA	NA
"b1151"	0	NA	NA	NA	NA	NA
"b1152"	0	NA	NA	NA	NA	NA
"b1153"	0	NA	NA	NA	NA	NA
"b1154"	0	NA	NA	NA	NA	NA
"b1155"	0	NA	NA	NA	NA	NA
"b1156"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b1157"	0	NA	NA	NA	NA	NA
"b1158"	0	NA	NA	NA	NA	NA
"b1159"	0	NA	NA	NA	NA	NA
"b1160"	0	NA	NA	NA	NA	NA
"b1161"	0	NA	NA	NA	NA	NA
"b1162"	3.20882177137874	4.61291307008411	2.05161873089313	2.2484260845464	0.0245490334427764	NA
"b1163"	0.512294182656715	3.45399684513585	4.64077653595484	0.744271312866648	0.456712352727636	NA
"b1164"	0.667962122024729	3.45216671303574	4.2303749349379	0.816042730521335	0.414475696799737	NA
"b1165"	0	NA	NA	NA	NA	NA
"b1166"	0	NA	NA	NA	NA	NA
"b1167"	0	NA	NA	NA	NA	NA
"b1168"	0	NA	NA	NA	NA	NA
"b1171"	0	NA	NA	NA	NA	NA
"b1172"	0.594716575713021	0.202753180981031	3.7119718440716	0.0546214221168862	0.956440071852537	NA
"b1174"	1.68773841187227	-0.891809113823315	2.41131513020267	-0.369843452916234	0.711499136482521	NA
"b1175"	7.99979598407981	-0.131436811178611	1.10802978551683	-0.11862209202012	0.905574762028561	0.997650430522366
"b1176"	3.33728095922149	-0.939819797300471	1.76573900267945	-0.532252952375365	0.5945508126019	NA
"b1177"	0.757006856800111	-2.29059775527051	3.56596601448943	-0.642349855821181	0.520646050066511	NA
"b1178"	0.258701596353879	-0.589898758603143	4.92526649261605	-0.119769916914652	0.904665413187731	NA
"b1179"	1.47326334405165	-1.73946972286844	2.62232833200944	-0.663330255649381	0.50711906323444	NA
"b1180"	6.25686878479987	0.244292342810758	1.22944040668851	0.198702061101732	0.842495811648569	NA
"b1181"	1.33007099522608	-0.458560758114219	2.65256633063574	-0.172874379357863	0.862750170729668	NA
"b1182"	0	NA	NA	NA	NA	NA
"b1183"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b1184"	0.418437372415448	-1.44354695849773	4.5615061539495	-0.316462788775997	0.751651265153454	NA
"b1185"	16.3530389870488	-0.608836328865881	0.807355376956397	-0.754111939108027	0.45078200895907	0.997650430522366
"b1186"	8.48770580923714	1.31413537197658	1.08276196417677	1.21368815626592	0.224866828760164	0.906721083710339
"b1187"	7.53127883430774	-0.24347149579882	1.126711350269	-0.216090390622843	0.828917289943344	0.997650430522366
"b1188"	1.00397710138387	2.78541204496407	3.09237974857557	0.900734150211369	0.367729686687599	NA
"b1189"	30.6208308595251	0.021248216670532	0.637749579635655	0.0333174922399339	0.973421404713081	0.997650430522366
"b1190"	8.8270443865175	0.324903855596563	1.03730621387753	0.313218846325086	0.754114401013694	0.997650430522366
"b1191"	2.11098785975361	2.11855772532367	2.09865501351649	1.00948355574356	0.31274278415053	NA
"b1192"	2.50551522444164	-1.64648312629443	2.08318565056919	-0.790367928007067	0.42931292681957	NA
"b1193"	5.40704629111598	-0.366525798491667	1.36906556158322	-0.267719683247169	0.78891509766544	NA
"b1194"	0	NA	NA	NA	NA	NA
"b1195"	0.512294182656715	3.45399684513585	4.64077653595484	0.744271312866648	0.456712352727636	NA
"b1196"	0	NA	NA	NA	NA	NA
"b1197"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b1198"	0.907565786117081	1.02708365710695	3.42921173272837	0.299510131528034	0.764550842797884	NA
"b1199"	0.338569484384663	-1.1157585986062	4.89226875430219	-0.228065679675717	0.819595180661062	NA
"b1200"	3.7579759020773	0.911072885385556	1.60547854703075	0.567477458400511	0.570389837255998	NA
"b1201"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b1202"	1.24358076547622	1.26924562556505	2.76996550861772	0.458217122782309	0.646796459374913	NA
"b1203"	15.1560002163347	-0.434081114869539	0.877465000919052	-0.494699064253144	0.620812562165079	0.997650430522366
"b1204"	5.61311360508771	-0.525095765234525	1.31599758144108	-0.399009673452076	0.689886076544552	NA
"b1205"	3.97981755038934	3.717038371953	1.76330231657405	2.1079983489019	0.035031132250966	NA
"b1206"	2.83084002538815	-0.420901058743796	1.98047637096047	-0.212525160570167	0.831697350786273	NA
"b1207"	44.5343289083291	-0.859913388896289	0.513831953765162	-1.67353038789273	0.0942229295036037	0.676888861376463
"b1208"	64.9611611203053	0.0168223298337685	0.51472679809152	0.0326820555994784	0.97392813380401	0.997650430522366
"b1209"	0.935840565123207	-2.57803770464807	3.31262093345602	-0.778247121066894	0.436423342473503	NA
"b1210"	8.7641942754947	-1.24352046958531	1.16640262933684	-1.06611596914207	0.286371221656089	0.946994780608762
"b1211"	0.319471552123136	-1.13831773794631	4.89065776488032	-0.232753505289317	0.815952818766784	NA
"b1212"	0.39933944015392	-1.44819313310571	4.87076238923144	-0.297323707743876	0.766219383428918	NA
"b1213"	0.159735776061568	-0.352899143356319	4.93257431840893	-0.0715446175923309	0.94296431580925	NA
"b1214"	4.23085782312809	-1.42809791732829	1.5761729400157	-0.906054076346512	0.364907230801775	NA
"b1215"	12.0271636609236	-0.0332839729107884	0.911193029676146	-0.0365279055334939	0.970861428154298	0.997650430522366
"b1216"	0.159735776061568	-0.352899143356319	4.93257431840893	-0.0715446175923309	0.94296431580925	NA
"b1217"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b1218"	1.67856156512768	1.22575758003556	2.27506870400334	0.538778269807258	0.59003985933882	NA
"b1219"	5.38343102651229	0.243071779105479	1.3136255496032	0.185038863760608	0.853198553011791	NA
"b1220"	1.41579213208024	3.25023148587748	2.94418347035721	1.10395004883413	0.269614806503304	NA
"b1221"	1.06730156217865	0.302408194864861	3.19320184159642	0.0947037518660812	0.924550137816836	NA
"b1222"	3.8506163152357	-1.20352544832248	1.62608551044553	-0.740136629095678	0.459217094913748	NA
"b1223"	0.159735776061568	-0.352899143356319	4.93257431840893	-0.0715446175923309	0.94296431580925	NA
"b1224"	0.159735776061568	-0.352899143356319	4.93257431840893	-0.0715446175923309	0.94296431580925	NA
"b1225"	0.672029958718283	1.57258268571083	3.78863078263238	0.415079424714537	0.678083761067992	NA
"b1226"	1.78008189044551	0.121648750409139	2.33610467838663	0.0520733302469788	0.958470263505804	NA
"b1227"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b1228"	0	NA	NA	NA	NA	NA
"b1229"	0.258701596353879	-0.589898758603143	4.92526649261605	-0.119769916914652	0.904665413187731	NA
"b1232"	1.49972785680458	1.65933004752292	2.532157171115	0.655302943455225	0.512272726068313	NA
"b1233"	1.67856156512768	1.22575758003556	2.27506870400334	0.538778269807258	0.59003985933882	NA
"b1234"	1.09557634118477	-2.82098843869678	3.09053917590894	-0.912781970436313	0.361357222537834	NA
"b1235"	0.319471552123136	-1.13831773794631	4.89065776488032	-0.232753505289317	0.815952818766784	NA
"b1236"	6.15743080619701	-0.347753005621353	1.35026008939097	-0.257545200627388	0.796757926685102	NA
"b1237"	31.3861964170289	-0.369143160376696	0.637377029024893	-0.579159812115348	0.562481344812319	0.997650430522366
"b1238"	0.336014979359142	1.54891251869191	4.92474747653764	0.3145161302323	0.753129067437661	NA
"b1241"	35.9084029192359	0.977304221598335	0.57746204337003	1.69241291755706	0.0905672710978801	0.676888861376463
"b1242"	1.09046733113373	0.0529449439699037	2.86406341845018	0.0184859537777112	0.985251182913907	NA
"b1243"	40.0031899391529	-0.0641573365589891	0.517597709971021	-0.123952125991016	0.901353180568864	0.997650430522366
"b1244"	0.239603664092352	-0.748230261662049	4.9209700357363	-0.152049343163719	0.879148017836065	NA
"b1245"	1.99141077553174	1.68147641355579	2.28947663527569	0.734437027068992	0.462682426932193	NA
"b1246"	1.306905226271	-0.382635923978477	2.95787129902221	-0.129361924606039	0.897071274241326	NA
"b1247"	2.67261758099462	0.209261407203526	1.82442987246448	0.114699616774445	0.908683217694065	NA
"b1248"	4.27567602937022	-1.86682231624443	1.65765498964163	-1.12618266642326	0.26008820884867	NA
"b1249"	4.53918970118999	-0.312293579937338	1.44528527927893	-0.216077465407484	0.828927364797157	NA
"b1250"	0.256147091328358	2.80433699313372	4.96462506489136	0.56486380269989	0.572166405863886	NA
"b1251"	7.85075038643088	-0.357540583057823	1.10925967963699	-0.322323608818838	0.747207549491504	0.997650430522366
"b1252"	7.89301408764749	-0.388916852373479	1.13659985446644	-0.342175701365059	0.73221867025422	0.997650430522366
"b1253"	0.319471552123136	-1.13831773794631	4.89065776488032	-0.232753505289317	0.815952818766784	NA
"b1254"	5.91829930041521	0.407647406933391	1.26975116590113	0.321045113310911	0.748176203466719	NA
"b1255"	5.77133604948125	-0.866688075925966	1.31988048069278	-0.656641331244673	0.51141156642041	NA
"b1256"	0	NA	NA	NA	NA	NA
"b1257"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b1258"	0	NA	NA	NA	NA	NA
"b1259"	0.0798678880307841	0.269440393348403	4.95787433779403	0.0543459505002882	0.956659540416655	NA
"b1260"	14.5252874507505	0.24402865723455	0.823068490072848	0.296486453044693	0.766858611066725	0.997650430522366
"b1261"	27.6398895880103	0.75000661660695	0.604965713692338	1.23975061665788	0.215067648966126	0.893999839984143
"b1262"	25.3596921708654	1.25298770336334	0.649768767389856	1.92835938913566	0.0538104394746745	0.473683446079881
"b1263"	16.3598116983699	0.975997008222065	0.771542650679506	1.26499423896073	0.2058733930498	0.89159906612923
